t,x,y,z,vx,vy,vz,ax,ay,az,type
0.0,0.5,0.0,0.05,0.0,0.0,0.0,-8.34728802483254,1.4550318575396162,0.0,0
0.008,0.4997409340413888,4.515828636342094e-05,0.05,-0.06376058237987153,0.01111422995612439,0.0,-7.592857570135345,1.3235256314914812,0.0,0
0.016,0.49899592519828895,0.0001750222131422967,0.05,-0.12148572112216552,0.021176410103863702,0.0,-6.838427115438149,1.1920194054433462,0.0,0
0.024,0.497813257019801,0.0003811753818695466,0.05,-0.17317541622688193,0.03018654044321793,0.0,-6.083996660740953,1.0605131793952114,0.0,0
0.032,0.4962412130550257,0.00065520139407809,0.05,-0.21882966769402076,0.03814462097418708,0.0,-5.329566206043758,0.9290069533470764,0.0,0
0.04,0.49432807685306357,0.0009886838513008464,0.05,-0.258448475523582,0.04505065169677115,0.0,-4.575135751346561,0.7975007272989414,0.0,0
0.048,0.49212213196301524,0.001373206355070735,0.05,-0.2920318397155658,0.05090463261097014,0.0,-3.8207052966493658,0.6659945012508065,0.0,0
0.056,0.4896716619339814,0.0018003525069206754,0.05,-0.31957976026997187,0.05570656371678405,0.0,-3.06627484195217,0.5344882752026714,0.0,0
0.064,0.48702495031506254,0.0022617059083835864,0.05,-0.3410922371868005,0.05945644501421289,0.0,-2.3118443872549754,0.4029820491545366,0.0,0
0.07200000000000001,0.48423028065535945,0.0027488501609923884,0.05,-0.3565692704660515,0.062154276503256646,0.0,-1.557413932557779,0.2714758231064014,0.0,0
0.08000000000000002,0.48133593650397266,0.0032533688662799987,0.05,-0.36601086010772493,0.06380005818391532,0.0,-0.8029834778605824,0.13996959705826661,0.0,0
0.08800000000000002,0.4783902014100027,0.0037668456257793385,0.05,-0.3694170061118208,0.0643937900561889,0.0,-0.0485530231633895,0.008463371010131837,0.0,0
0.09600000000000003,0.47544135892255035,0.0042808640410233285,0.05,-0.3667877084783392,0.06393547212007741,0.0,0.7058774315338088,-0.12304285503800316,0.0,0
0.10400000000000004,0.47253769259071615,0.004787007713544885,0.05,-0.3581229672072799,0.06242510437558084,0.0,1.4603078862310035,-0.2545490810861384,0.0,0
0.11200000000000004,0.46972748596360075,0.005276860244876929,0.05,-0.343422782298643,0.059862686822699185,0.0,2.2147383409282,-0.3860553071342734,0.0,0
0.12000000000000005,0.46705902259030474,0.005742005236552378,0.05,-0.32268715375242873,0.056248219461432464,0.0,2.969168795625393,-0.5175615331824082,0.0,0
0.12800000000000006,0.4645805860199288,0.006174026290104154,0.05,-0.2959160815686368,0.05158170229178069,0.0,3.7235992503225894,-0.6490677592305429,0.0,0
0.13600000000000007,0.46234045980157346,0.0065645070070651755,0.05,-0.2631095657472673,0.04586313531374381,0.0,4.478029705019788,-0.7805739852786782,0.0,0
0.14400000000000007,0.4603869274843394,0.0069050309889683616,0.05,-0.2242676062883202,0.03909251852732182,0.0,5.232460159716982,-0.9120802113268134,0.0,0
0.15200000000000008,0.45876827261732717,0.007187181837346629,0.05,-0.17939020319179555,0.0312698519325148,0.0,5.986890614414175,-1.0435864373749482,0.0,0
0.1600000000000001,0.4575327787496375,0.007402543153732902,0.05,-0.12847735645769331,0.02239513552932268,0.0,6.741321069111375,-1.175092663423083,0.0,0
0.1680000000000001,0.45672872943037096,0.0075426985396601,0.05,-0.07152906608601373,0.012468369317745448,0.0,7.49575152380857,-1.3065988894712182,0.0,0
0.1760000000000001,0.4564044082086282,0.007599231596661137,0.05,-0.00854533207675634,0.0014895532977831638,0.0,8.250181978505761,-1.4381051155193525,0.0,0
0.1840000000000001,0.4564,0.0076,0.05,0.0,0.0,0.0,0.0,0.0,-7.5,0
0.19200000000000012,0.4564,0.0076,0.0497664,0.0,0.0,-0.0576,0.0,0.0,-6.9,0
0.20000000000000012,0.4564,0.0076,0.0490912,0.0,0.0,-0.1104,0.0,0.0,-6.3,0
0.20800000000000013,0.4564,0.0076,0.0480128,0.0,0.0,-0.15839999999999999,0.0,0.0,-5.7,0
0.21600000000000014,0.4564,0.0076,0.04656960000000001,0.0,0.0,-0.2016,0.0,0.0,-5.1,0
0.22400000000000014,0.4564,0.0076,0.044800000000000006,0.0,0.0,-0.24,0.0,0.0,-4.5,0
0.23200000000000015,0.4564,0.0076,0.0427424,0.0,0.0,-0.27359999999999995,0.0,0.0,-3.9000000000000004,0
0.24000000000000016,0.4564,0.0076,0.040435200000000004,0.0,0.0,-0.3024,0.0,0.0,-3.3,0
0.24800000000000016,0.4564,0.0076,0.03791680000000001,0.0,0.0,-0.3264,0.0,0.0,-2.6999999999999993,0
0.25600000000000017,0.4564,0.0076,0.035225599999999996,0.0,0.0,-0.3456,0.0,0.0,-2.0999999999999996,0
0.2640000000000002,0.4564,0.0076,0.032400000000000005,0.0,0.0,-0.36,0.0,0.0,-1.5,0
0.2720000000000002,0.4564,0.0076,0.029478400000000005,0.0,0.0,-0.3696,0.0,0.0,-0.9000000000000004,0
0.2800000000000002,0.4564,0.0076,0.0264992,0.0,0.0,-0.37439999999999996,0.0,0.0,-0.3000000000000007,0
0.2880000000000002,0.4564,0.0076,0.023500799999999995,0.0,0.0,-0.3743999999999999,0.0,0.0,0.3000000000000007,0
0.2960000000000002,0.4564,0.0076,0.0205216,0.0,0.0,-0.36959999999999993,0.0,0.0,0.9000000000000004,0
0.3040000000000002,0.4564,0.0076,0.0176,0.0,0.0,-0.3599999999999999,0.0,0.0,1.5,0
0.3120000000000002,0.4564,0.0076,0.01477440000000001,0.0,0.0,-0.3456,0.0,0.0,2.1000000000000014,0
