t,x,y,z,vx,vy,vz,ax,ay,az,type
0.0,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.008,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.016,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.024,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.032,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.048,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.056,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.064,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07200000000000001,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08000000000000002,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.08800000000000002,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.09600000000000003,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.10400000000000004,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.11200000000000004,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12000000000000005,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.12800000000000006,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.13600000000000007,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.14400000000000007,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.15200000000000008,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1600000000000001,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1680000000000001,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1760000000000001,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0
