t,x,y,z,vx,vy,vz,type
0.0,0.25,0.0,0.05,0.0,-0.0,8.070261799976441e-06,0
0.008,0.25000008117547406,-1.849567762876087e-08,0.0500000645620944,3.0258183221691258e-05,-6.894269594815737e-06,3.205339645529631e-05,0
0.016,0.2500006448241002,-1.469219468921548e-07,0.05000051285434329,0.00011989360761951908,-2.731753085001704e-05,0.00010337966282504552,0
0.024,0.250002160883259,-4.923531476237469e-07,0.0500017186366996,0.0002672097036465214,-6.088322361566318e-05,0.0002207519985133674,0
0.032,0.25000508573288543,-1.1587745814867365e-06,0.0500040448863195,0.0004705260595609454,-0.00010720846926705098,0.00038282899771048193,0
0.04,0.25000986232520556,-2.2471120721478363e-06,0.05000784390066297,0.0007281784214262472,-0.00016591407070471476,0.0005882821308708999,0
0.048,0.2500169203144728,-3.855261525451151e-06,0.050013457400413436,0.0010385186931110926,-0.00023662451235442644,0.0008357957094729494,0
0.056,0.2500266761867043,-6.078118489592058e-06,0.05002121663201454,0.001399914936289356,-0.0003189679601671954,0.001124066819154293,0
0.064,0.2500395333894171,-9.007607715291081e-06,0.050031442469519904,0.0018107513704401208,-0.00041257626161926857,0.0014518052077368282,0
0.07200000000000001,0.2500558824613645,-1.273271271596778e-05,0.05004444551533833,0.0022694283728476802,-0.0005170849457121303,0.0018177331136772813,0
0.08000000000000002,0.2500761011622725,-1.7339505327914625e-05,0.05006052619933874,0.0027743624786015367,-0.0006321332229725028,0.002220585020124184,0
0.08800000000000002,0.25010055460257596,-2.291117527047086e-05,0.050079974875660314,0.0033239863805964017,-0.0007573639854523456,0.0026591073198902956,0
0.09600000000000003,0.250129595373155,-2.9528059706196414e-05,0.050103071916456986,0.003916748929532194,-0.0008924238067288554,0.003132057877270559,0
0.10400000000000004,0.25016356367507125,-3.726767280104574e-05,0.05013008780169664,0.004551115133914045,-0.0010369629419044672,0.0036382054736244784,0
0.11200000000000004,0.25020278744930435,-4.6204735284541756e-05,0.05016128320403498,0.0052255661600522935,-0.001190635327606853,0.004176329124954987,0
0.12000000000000005,0.2502475825064881,-5.6411204009949626e-05,0.05019690906769592,0.005938599332062487,-0.0013530985819889226,0.004745217261332632,0
0.12800000000000006,0.25029825265664674,-6.795630151445075e-05,0.0502372066802163,0.006688728131865381,-0.0015240140047288228,0.005343666759820634,0
0.13600000000000007,0.25035508983893145,-8.090654557931655e-05,0.05028240773585305,0.007474482199186943,-0.0017030465770299383,0.005970481824568632,0
0.14400000000000007,0.2504183742513565,-9.532577879008243e-05,0.0503327343894094,0.008294407331558347,-0.0018898649616208916,0.006624472709877531,0
0.15200000000000008,0.2504883744805356,-0.0001112751980967216,0.050388399299211094,0.009147065484315983,-0.0020841415027555424,0.007304454284281711,0
0.1600000000000001,0.2505653476314184,-0.00012881338437381893,0.050449605657957905,0.010031034770601436,-0.0022855522262129886,0.00800924443599381,0
0.1680000000000001,0.2506495394570266,-0.00014799633198074496,0.050516547210186995,0.010944909461361516,-0.0024937768392975634,0.00873766232239049,0
0.1760000000000001,0.25074118448819027,-0.00016887747832182955,0.05058940825511615,0.011887299985348236,-0.002708498730838842,0.0094885264685712,0
0.1840000000000001,0.25084050616328424,-0.00019150773340653607,0.050668363633684134,0.012856832929118808,-0.00292940497119163,0.010260652722325625,0
0.19200000000000012,0.25094771695796453,-0.00021593550940963492,0.05075357869867336,0.013852151037035666,-0.003156186312235978,0.011052852075148396,0
0.20000000000000012,0.25106301851490437,-0.00024220675023137772,0.05084520926688651,0.014871913211266463,-0.0033885371873771724,0.011863928361138809,0
0.20800000000000013,0.2511866017735309,-0.00027036496105767104,0.050943401552451584,0.015914794511784024,-0.003626155711545731,0.01269267584778043,0
0.21600000000000014,0.2513186470997611,-0.00030045123792025037,0.051048292080450995,0.01697948615636643,-0.0038687436811974184,0.013537876734634642,0
0.22400000000000014,0.2514593244157384,-0.0003325042972568539,0.05116000758020574,0.018064695520596932,-0.00411600657431323,0.014398298577916833,0
0.23200000000000015,0.2516087933295689,-0.00036656050547139606,0.051278664857697664,0.019169146137864006,-0.004367653550399399,0.015272691660760118,0
0.24000000000000016,0.25176720326505764,-0.00040265390849414243,0.0514043706467779,0.020291577699361355,-0.004623397450487403,0.01615978633063859,0
0.24800000000000016,0.25193469359144494,-0.00044081626134188245,0.05153722143898788,0.02143074605408785,-0.004882954797133947,0.01705829032698199,0
0.25600000000000017,0.2521113937531428,-0.00048107705767810427,0.05167730329200961,0.02258542320884761,-0.005146045794420981,0.01796688612340242,0
0.2640000000000002,0.25229742339947114,-0.0005234635593731676,0.05182469161696232,0.023754397328249948,-0.0054123943279556904,0.018884228310196965,0
0.2720000000000002,0.2524928925143941,-0.0005680008260644784,0.05197945094497276,0.024936472734709374,-0.005681727964870496,0.019808941043851416,0
0.2800000000000002,0.2526979015462565,-0.0006147117447166628,0.05214163467366394,0.026130469908445635,-0.0059537779538230634,0.020739615591171007,0
0.2880000000000002,0.25291254153751985,-0.0006636170591817402,0.0523112847944315,0.027335225487483655,-0.006228279224996283,0.021674807996379178,0
0.2960000000000002,0.25313689425449915,-0.0007147353997592983,0.05248843160160601,0.028549592267653596,-0.006504970390098295,0.022613036900038033,0
0.3040000000000002,0.2533710323170987,-0.0007680833127566656,0.05267309338483211,0.029772439202590803,-0.006783593742362469,0.023552781538984605,0
0.3120000000000002,0.25361501932854874,-0.0008236752900490866,0.052865276106229764,0.03100265140373587,-0.007063895256547421,0.024492479956598426,0
0.32000000000000023,0.2538689100051418,-0.0008815237986398942,0.05306497306413768,0.032239130140334554,-0.007345624588936994,0.025430527452629647,0
0.32800000000000024,0.25413275030596855,-0.0009416393102206856,0.05327216454547184,0.033480792839437834,-0.007628535077340276,0.02636527530152071,0
0.33600000000000024,0.2544065775626549,-0.0010040303307314949,0.053486817468962014,0.03472657308590192,-0.007912383741091586,0.027295029767635936,0
0.34400000000000025,0.2546904206090976,-0.0010687034299209659,0.05370888502175401,0.03597542062238822,-0.00819693128105049,0.028218051445068684,0
0.35200000000000026,0.25498429991120086,-0.0011356632709065282,0.05393830629208311,0.03722630134936333,-0.008481942079601781,0.02913255494871878,0
0.36000000000000026,0.25528822769661286,-0.00120491263973457,0.054175005900933514,0.03847819732509908,-0.008767184200655496,0.030036708982118885,0
0.36800000000000027,0.25560220808446155,-0.001276452474940612,0.054418893635797015,0.03973010676567251,-0.009052429389646911,0.03092863680603927,0
0.3760000000000003,0.2559262372150916,-0.0013502818971094816,0.05466986408983014,0.04098104404496585,-0.009337453073536535,0.03180641713021676,0
0.3840000000000003,0.25626030337980016,-0.0014263982384354861,0.05492779630988048,0.04223003969466656,-0.009622034360810114,0.032668085448614784,0
0.3920000000000003,0.25660438715057354,-0.0015047970722825866,0.05519255345700798,0.043476140404267304,-0.009905956041478637,0.03351163583645332,0
0.4000000000000003,0.2569584615098234,-0.0015854722427445728,0.05546398248326374,0.044718409021065934,-0.010189004587078325,0.0343350232248317,0
0.4080000000000003,0.25732249198012297,-0.0016684158942052375,0.055741913828605286,0.04595592455016553,-0.010470970150670639,0.03513616616612758,0
0.4160000000000003,0.2576964367539436,-0.0017536185008985466,0.05602616114192178,0.047187782154474375,-0.010751646566842276,0.03591295010049039,0
0.4240000000000003,0.2580802468233909,-0.0018410688964688184,0.05631652103021313,0.048413093154706016,-0.011030831351705182,0.03666323113062867,0
0.43200000000000033,0.2584738661099411,-0.0019307543035308925,0.05661277284001184,0.04963098502937907,-0.01130832570289651,0.037384840308812665,0
