t,x,y,z,vx,vy,vz,ax,ay,az,type
0.0,0.2,0.0,0.02,0.0,-0.0,0.0,0.0,-0.0,0.0,0
0.008,0.20000004227032905,-5.898185448198741e-09,0.020000051471377983,1.5784822303648615e-05,-2.2025333446951577e-06,1.9220729374936657e-05,0.003923303646626756,-0.0005474377181339664,0.004777295315511053,0
0.016,0.20000033653528976,-4.695841252356254e-08,0.02000040978945502,6.273390156762779e-05,-8.753567660599234e-06,7.63892884842115e-05,0.007770916547659427,-0.0010843139368827115,0.009462424160658347,0
0.024,0.20000113032845876,-1.577202500577374e-07,0.020001376368830114,0.00014024209391313227,-1.9568664266948704e-05,0.00017076881077310814,0.011543327030488942,-0.0016106967949519467,0.014055981140235162,0
0.032,0.20000266634536706,-3.720481907520176e-07,0.020003246732950074,0.0002477081722502162,-3.4563931011658095e-05,0.00030162719865689714,0.015241023422506226,-0.002126654431047382,0.018558560779671825,0
0.04,0.200005182474916,-7.231360347885816e-07,0.020006310552356684,0.0003845348262777934,-5.3656022271320045e-05,0.00046823712234964255,0.018864494051102222,-0.0026322549838747305,0.02297075737394356,0
0.048,0.200008911830793,-1.2435112734417293e-06,0.02001085168291842,0.0005501286624836377,-7.676213895120533e-05,0.0006698760170091705,0.022414227243667848,-0.0031275665921397023,0.027293164713497662,0
0.056,0.20001408278288763,-1.9650394726891154e-06,0.020017148204028865,0.0007439002041443817,-0.00010380002848526263,0.0009058260770922566,0.025890711327594036,-0.0036126573945480076,0.03152637565837145,0
0.064,0.20002091898870725,-2.9189286568229877e-06,0.020025472456744343,0.0009652638913255177,-0.00013468798483611886,0.001175374246605817,0.029294434630271714,-0.004087595529805359,0.035670981537324606,0
0.07200000000000001,0.20002963942479313,-4.135733692061423e-06,0.020036091081822,0.0012136380808813985,-0.000169344848495079,0.0014778122037752545,0.032625885479091815,-0.004552449136617466,0.03972757135404426,0
0.08000000000000002,0.20004045841813614,-5.645360670159563e-06,0.0200492650576072,0.0014884450464552354,-0.00020769000648212605,0.001812436338526855,0.035885552201445264,-0.0050072863536900405,0.043696730787315056,0
0.08800000000000002,0.20005358567759282,-7.477071292020853e-06,0.02006524973770587,0.0017891109784791005,-0.0002496433923459212,0.002178547721094096,0.039073923124723006,-0.005452175319728795,0.04757904097649686,0
0.09600000000000003,0.20006922632530105,-9.659487251308266e-06,0.020084294888363614,0.0021150659841739244,-0.00029512548616380364,0.00257545206000491,0.04219148657631595,-0.005887184173439438,0.05137507708773743,0
0.10400000000000004,0.2000875809280961,-1.2220594618055552e-05,0.020106644725459394,0.0024657440875494965,-0.0003440573145417905,0.00300245964768546,0.045238730883615026,-0.006312381053527682,0.05508540666008178,0
0.11200000000000004,0.20010884552892633,-1.518774822227848e-05,0.020132537951007345,0.002840583229404468,-0.00039636045061457723,0.003458885291923147,0.048216144374011186,-0.00672783409869924,0.05871058773404042,0
0.12000000000000005,0.2001332116782694,-1.8587676037586046e-05,0.020162207789046375,0.003239025267326348,-0.0004519570140455373,0.003944048231464655,0.051124215374895324,-0.007133611447659818,0.0622511667682627,0
0.12800000000000006,0.20016086646554768,-2.2446483564791743e-05,0.020195882020783592,0.0036605159756915064,-0.0005107696710267223,0.004457272034081512,0.05396343221365842,-0.007529781239115134,0.06570767635274223,0
